"","squares","SAR","oxyautumn","oxyspring","oxysummer","oxywinter"
"69","1602:142:132:4",0,3.62918386459351,3.55131414731344,3.19942402839661,4.35456428527832
"70","1602:142:133:3",0,3.62918386459351,3.55131414731344,3.19942402839661,4.35456428527832
"71","1602:142:132:2",0,3.60015160242716,3.53966568311055,3.09107764561971,4.46349568367004
"72","1602:142:133:1",0,3.60015160242716,3.53966568311055,3.09107764561971,4.46349568367004
"73","1602:142:133:2",0,3.52707382837931,3.74742488861084,3.12062694231669,4.6391500155131
"74","1602:142:134:1",0,3.52707382837931,3.74742488861084,3.12062694231669,4.6391500155131
"75","1601:239:124:4",0,3.16529652277629,3.84667983055115,3.42931892077128,4.02958243687948
"76","1601:239:225:3",0,3.16529652277629,3.84667983055115,3.42931892077128,4.02958243687948
"77","1601:239:225:4",0,2.85806552569071,3.328480052948,2.94374450047811,3.83071929613749
"78","1601:239:226:3",0,2.85806552569071,3.328480052948,2.94374450047811,3.83071929613749
"79","1601:239:226:4",0,3.1751221815745,3.66797881126404,3.23946510950724,4.08512309392293
"80","1601:239:227:3",0,3.1751221815745,3.66797881126404,3.23946510950724,4.08512309392293
"81","1601:239:122:2",0,2.12027705510457,1.95431514581045,1.81932807763418,2.83803408145905
"82","1601:239:123:1",0,2.12027705510457,1.95431514581045,1.81932807763418,2.83803408145905
"83","1601:239:123:2",0,1.92543564637502,1.75104569594065,1.61433851718903,2.62437976996104
"84","1601:239:124:1",0,1.92543564637502,1.75104569594065,1.61433851718903,2.62437976996104
"85","1601:239:124:2",0,2.18622755209605,1.98347764015198,1.89399111270905,2.9055966536204
"86","1601:239:225:1",0,2.18622755209605,1.98347764015198,1.89399111270905,2.9055966536204
"87","1601:239:225:2",0,2.10933015346527,1.97064100901286,1.86386330922445,2.84393536249797
"88","1601:239:226:1",0,2.10933015346527,1.97064100901286,1.86386330922445,2.84393536249797
"89","1601:239:226:2",0,2.26339275836945,2.19187688032786,2.04010282357534,3.05819388230642
"90","1601:239:227:1",0,2.26339275836945,2.19187688032786,2.04010282357534,3.05819388230642
"91","1601:239:227:2",0,2.2151576757431,1.9329483906428,1.78376573721568,3.09369486172994
"92","1601:239:228:1",0,2.2151576757431,1.9329483906428,1.78376573721568,3.09369486172994
"93","1601:239:228:2",0,2.43852121035258,2.42898082733154,2.13283358414968,3.40893071492513
"94","1601:239:229:1",0,2.43852121035258,2.42898082733154,2.13283358414968,3.40893071492513
"95","1601:239:229:2",0,3.10545703570048,3.8605459690094,3.33559125264486,4.08095243771871
"96","1602:130:120:1",0,3.10545703570048,3.8605459690094,3.33559125264486,4.08095243771871
"97","1601:239:110:4",0,2.84416100184123,2.85970513820648,2.56950262387594,3.43857135772705
"98","1601:239:111:3",0,2.84416100184123,2.85970513820648,2.56950262387594,3.43857135772705
"99","1601:239:111:4",0,1.34607419967651,0.743247318267822,0.800844611724218,1.93119523525238
"100","1601:239:112:3",0,1.34607419967651,0.743247318267822,0.800844611724218,1.93119523525238
"101","1601:239:112:4",0,0.405298891663551,0.176568258802096,0.0740333425501982,0.741265686353048
"102","1601:239:113:3",0,0.405298891663551,0.176568258802096,0.0740333425501982,0.741265686353048
"103","1601:239:113:4",0,0.812657604614894,0.603139958779017,0.442248578866323,1.19482830365499
"104","1601:239:114:3",0,0.812657604614894,0.603139958779017,0.442248578866323,1.19482830365499
"105","1601:239:114:4",0,0.788754423459371,0.586135911941528,0.433946124712626,1.15529916683833
"106","1601:239:215:3",0,0.788754423459371,0.586135911941528,0.433946124712626,1.15529916683833
"107","1601:239:215:4",0,0.808331362406413,0.574471620718638,0.424486587444941,1.20616159041723
"108","1601:239:216:3",0,0.808331362406413,0.574471620718638,0.424486587444941,1.20616159041723
"109","1601:239:216:4",0,0.616379587848981,0.341306828459104,0.171530113617579,1.08065579732259
"110","1601:239:217:3",0,0.616379587848981,0.341306828459104,0.171530113617579,1.08065579732259
"111","1601:239:217:4",0,1.05121423006058,0.817525859673818,0.615786025921504,1.51551015377045
"112","1601:239:218:3",0,1.05121423006058,0.817525859673818,0.615786025921504,1.51551015377045
"113","1601:239:218:4",0,1.74954360326131,1.64754154682159,1.4175373395284,2.48687940438588
"114","1601:239:219:3",0,1.74954360326131,1.64754154682159,1.4175373395284,2.48687940438588
"115","1601:239:219:4",0,2.58927388191223,2.92862888971965,2.55129198233287,3.51596721013387
"116","1602:130:110:3",0,2.58927388191223,2.92862888971965,2.55129198233287,3.51596721013387
"117","1601:238:218:2",0,3.36337114969889,3.75627967516581,3.17900389035543,4.00900475184123
"118","1601:238:219:1",0,3.36337114969889,3.75627967516581,3.17900389035543,4.00900475184123
"119","1601:238:219:2",0,1.76808947722117,1.33286116917928,1.31743786334991,2.3329160451889
"120","1601:239:110:1",0,1.76808947722117,1.33286116917928,1.31743786334991,2.3329160451889
"121","1601:239:110:2",0,1.3790663599968,1.05147705872854,0.995765419801076,1.88485283056895
"122","1601:239:111:1",0,1.3790663599968,1.05147705872854,0.995765419801076,1.88485283056895
"123","1601:239:111:2",0,0.176482306296627,0.0419216430125137,0.0134691123850644,0.28682383497556
"124","1601:239:112:1",0,0.176482306296627,0.0419216430125137,0.0134691123850644,0.28682383497556
"125","1601:239:112:2",0,0.0924207994093498,0.0172954337671399,0,0.165906146168709
"126","1601:239:113:1",0,0.0924207994093498,0.0172954337671399,0,0.165906146168709
"127","1601:239:113:2",0,0.227052979171276,0.159451573093732,0.0653360716998577,0.388762319087982
"128","1601:239:114:1",0,0.227052979171276,0.159451573093732,0.0653360716998577,0.388762319087982
"129","1601:239:114:2",0,0.0792830185343822,0.0266031644617518,0.00183015749789774,0.154192930956682
"130","1601:239:215:1",0,0.0792830185343822,0.0266031644617518,0.00183015749789774,0.154192930956682
"131","1601:239:215:2",0,0.094853995119532,0.0506951541950305,0.0234631981700659,0.23415355682373
"132","1601:239:216:1",0,0.094853995119532,0.0506951541950305,0.0234631981700659,0.23415355682373
"133","1601:239:216:2",0,0.348150185743968,0.326032697161039,0.231938191254934,0.566146079699198
"134","1601:239:217:1",0,0.348150185743968,0.326032697161039,0.231938191254934,0.566146079699198
"135","1601:239:217:2",0,0.954412559668223,0.902529696623484,0.670012038946152,1.17395366032918
"136","1601:239:218:1",0,0.954412559668223,0.902529696623484,0.670012038946152,1.17395366032918
"137","1601:239:218:2",0,2.25691819985708,2.58375673294067,2.25883240699768,2.76054054101308
"138","1601:239:219:1",0,2.25691819985708,2.58375673294067,2.25883240699768,2.76054054101308
"139","1601:239:219:2",0,2.69906155268351,2.93382015228271,2.6031188805898,3.4580769220988
"140","1602:130:110:1",0,2.69906155268351,2.93382015228271,2.6031188805898,3.4580769220988
"141","1601:238:207:4",0,3.33136574427287,3.45098285675049,3.02022004922231,3.95544166564941
"142","1601:238:208:3",0,3.33136574427287,3.45098285675049,3.02022004922231,3.95544166564941
"143","1601:238:208:4",0,1.52476487159729,1.25274523893992,1.10402960777283,2.08187197049459
"144","1601:238:209:3",0,1.52476487159729,1.25274523893992,1.10402960777283,2.08187197049459
"145","1601:238:209:4",0,0.359822279214859,0.150573101639748,0.143704293171565,0.521703418095907
"146","1601:239:100:3",0,0.359822279214859,0.150573101639748,0.143704293171565,0.521703418095907
"147","1601:239:104:4",0,0.0817747206737598,0.123307739198208,0.0705099374055862,0.216343388954798
"148","1601:239:205:3",0,0.0817747206737598,0.123307739198208,0.0705099374055862,0.216343388954798
"149","1601:239:205:4",0,0.171658113598824,0.265410857399305,0.213479946553707,0.392066397269567
"150","1601:239:206:3",0,0.171658113598824,0.265410857399305,0.213479946553707,0.392066397269567
"151","1601:239:206:4",0,0.554149351517359,0.64838992357254,0.573513182004293,0.738964607318242
"152","1601:239:207:3",0,0.554149351517359,0.64838992357254,0.573513182004293,0.738964607318242
"153","1601:239:207:4",0,1.20402179956436,1.27024817069372,1.10671703020732,1.37633752028147
"154","1601:239:208:3",0,1.20402179956436,1.27024817069372,1.10671703020732,1.37633752028147
"155","1601:239:208:4",0,2.42955009937286,2.81023070812225,2.50334773858388,2.97489218711853
"156","1601:239:209:3",0,2.42955009937286,2.81023070812225,2.50334773858388,2.97489218711853
"157","1601:239:209:4",0,3.16360545158386,3.63615064620972,3.1458083152771,4.04431341489156
"158","1602:130:100:3",0,3.16360545158386,3.63615064620972,3.1458083152771,4.04431341489156
"159","1601:238:207:2",0,1.19936022758484,0.536279004812241,0.554229974746704,1.34860385258993
"160","1601:238:208:1",0,1.19936022758484,0.536279004812241,0.554229974746704,1.34860385258993
"161","1601:238:208:2",0,0.0268646479351446,0.00731018288061023,0,0.103849869718154
"162","1601:238:209:1",0,0.0268646479351446,0.00731018288061023,0,0.103849869718154
"163","1601:239:104:2",0,0.0560417832806706,0.113217245539029,0.0812949093679587,0.168770457804203
"164","1601:239:205:1",0,0.0560417832806706,0.113217245539029,0.0812949093679587,0.168770457804203
"165","1601:239:205:2",0,0.13756306519111,0.21570201565822,0.204844074944655,0.312073578437169
"166","1601:239:206:1",0,0.13756306519111,0.21570201565822,0.204844074944655,0.312073578437169
"167","1601:239:206:2",0,0.41620512008667,0.412123668193817,0.372298706571261,0.496529791752497
"168","1601:239:207:1",0,0.41620512008667,0.412123668193817,0.372298706571261,0.496529791752497
"169","1601:239:207:2",0,1.48919860919317,1.67221845785777,1.58439051310221,1.62339129447937
"170","1601:239:208:1",0,1.48919860919317,1.67221845785777,1.58439051310221,1.62339129447937
"171","1601:239:208:2",0,2.4082573890686,2.78815237681071,2.46987612247467,2.89783390363057
"172","1601:239:209:1",0,2.4082573890686,2.78815237681071,2.46987612247467,2.89783390363057
"173","1601:239:209:2",0,3.21466881434123,3.59816546440124,3.11872603098551,4.1518906434377
"174","1602:130:100:1",0,3.21466881434123,3.59816546440124,3.11872603098551,4.1518906434377
"175","1601:228:496:4",0,3.15567669868469,2.93473405838013,2.58330467542013,3.89368913968404
"176","1601:228:497:3",0,3.15567669868469,2.93473405838013,2.58330467542013,3.89368913968404
"177","1601:228:497:4",0,0.0919364941616853,0.0215716447991629,0.00555314418549339,0.19748515561223
"178","1601:228:498:3",0,0.0919364941616853,0.0215716447991629,0.00555314418549339,0.19748515561223
"179","1601:229:394:4",0,0.0392978261535366,0.108559529483318,0.0838870880504449,0.133061519265175
"180","1601:229:495:3",0,0.0392978261535366,0.108559529483318,0.0838870880504449,0.133061519265175
"181","1601:229:495:4",0,0.0804834894835949,0.088500888645649,0.0616340319315592,0.200689923763275
"182","1601:229:496:3",0,0.0804834894835949,0.088500888645649,0.0616340319315592,0.200689923763275
"183","1601:229:496:4",0,0.640551445881526,0.747487791379293,0.71509469350179,0.676982005437215
"184","1601:229:497:3",0,0.640551445881526,0.747487791379293,0.71509469350179,0.676982005437215
"185","1601:229:497:4",0,1.38584627707799,1.41031373739243,1.27024171749751,1.50483551025391
"186","1601:229:498:3",0,1.38584627707799,1.41031373739243,1.27024171749751,1.50483551025391
"187","1601:229:498:4",0,2.72173624833425,3.308469470342,2.84090046882629,3.35753979682922
"188","1601:229:499:3",0,2.72173624833425,3.308469470342,2.84090046882629,3.35753979682922
"189","1601:228:495:2",0,3.40240864753723,3.37808799743652,2.85971682071686,4.3765100479126
"190","1601:228:496:1",0,3.40240864753723,3.37808799743652,2.85971682071686,4.3765100479126
"191","1601:228:496:2",0,1.74547219276428,1.3037562807401,1.12928357919057,1.97107253869375
"192","1601:228:497:1",0,1.74547219276428,1.3037562807401,1.12928357919057,1.97107253869375
"193","1601:229:394:2",0,0.0329237941652536,0.103368513782819,0.0774882224698861,0.124397550523281
"194","1601:229:495:1",0,0.0329237941652536,0.103368513782819,0.0774882224698861,0.124397550523281
"195","1601:229:495:2",0,0.273082692424456,0.482823411623637,0.379379587372144,0.428702819347382
"196","1601:229:496:1",0,0.273082692424456,0.482823411623637,0.379379587372144,0.428702819347382
"197","1601:229:496:2",0,0.825967307885488,0.913360579808553,0.902990794181824,0.848879353205363
"198","1601:229:497:1",0,0.825967307885488,0.913360579808553,0.902990794181824,0.848879353205363
"199","1601:229:497:2",0,1.61016530195872,1.71979014078776,1.50516306559245,1.75889128049215
"200","1601:229:498:1",0,1.61016530195872,1.71979014078776,1.50516306559245,1.75889128049215
"201","1601:229:498:2",0,2.77160360018412,3.31273425420125,2.72437037626902,3.48552409013112
"202","1601:229:499:1",0,2.77160360018412,3.31273425420125,2.72437037626902,3.48552409013112
"203","1601:228:382:3",0,2.83634684880575,3.17066524823507,2.19406056404114,4.28489969571431
"204","1601:228:382:4",0,2.83634684880575,3.17066524823507,2.19406056404114,4.28489969571431
"205","1601:228:485:4",0,2.83889791965485,2.53490509192149,2.20230819384257,3.29371735254924
"206","1601:228:486:3",0,2.83889791965485,2.53490509192149,2.20230819384257,3.29371735254924
"207","1601:228:486:4",0,0.132311083997289,0.0174528231068204,0.00279734865568268,0.210932846367359
"208","1601:228:487:3",0,0.132311083997289,0.0174528231068204,0.00279734865568268,0.210932846367359
"209","1601:229:384:4",0,0.0308849861845374,0.0828301755090554,0.054502106209596,0.110190400977929
"210","1601:229:485:3",0,0.0308849861845374,0.0828301755090554,0.054502106209596,0.110190400977929
"211","1601:229:485:4",0,0.251897822817167,0.433018672466278,0.315776676932971,0.378482259313265
"212","1601:229:486:3",0,0.251897822817167,0.433018672466278,0.315776676932971,0.378482259313265
"213","1601:229:486:4",0,0.721471605698268,0.75073758761088,0.696840089559555,0.73289515376091
"214","1601:229:487:3",0,0.721471605698268,0.75073758761088,0.696840089559555,0.73289515376091
"215","1601:229:487:4",0,1.94649982452393,2.18986437320709,1.90494151910146,2.1608523607254
"216","1601:229:488:3",0,1.94649982452393,2.18986437320709,1.90494151910146,2.1608523607254
"217","1601:229:488:4",0,2.72980663776398,3.21014479001363,2.61122097969055,3.52295980453491
"218","1601:229:489:3",0,2.72980663776398,3.21014479001363,2.61122097969055,3.52295980453491
"219","1601:228:381:2",0,2.83634684880575,3.17066524823507,2.19406056404114,4.28489969571431
"220","1601:228:382:2",0,2.83634684880575,3.17066524823507,2.19406056404114,4.28489969571431
"221","1601:228:383:1",0,2.83634684880575,3.17066524823507,2.19406056404114,4.28489969571431
"222","1601:228:383:2",0,2.5772850672404,2.57317922115326,1.73318007787069,4.05666104952494
"223","1601:228:384:1",0,2.5772850672404,2.57317922115326,1.73318007787069,4.05666104952494
"224","1601:228:485:2",0,2.57690683205922,2.30334282716115,1.97746960322062,2.95379785696665
"225","1601:228:486:1",0,2.57690683205922,2.30334282716115,1.97746960322062,2.95379785696665
"226","1601:228:486:2",0,0.441759123404821,0.181140614300966,0.126154063766201,0.646736083428065
"227","1601:228:487:1",0,0.441759123404821,0.181140614300966,0.126154063766201,0.646736083428065
"228","1601:229:485:2",0,0.214884956181049,0.364101777474085,0.249496628840764,0.320309525728226
"229","1601:229:486:1",0,0.214884956181049,0.364101777474085,0.249496628840764,0.320309525728226
"230","1601:229:486:2",0,0.561594476302465,0.563615731398264,0.512282460927963,0.578060884277026
"231","1601:229:487:1",0,0.561594476302465,0.563615731398264,0.512282460927963,0.578060884277026
"232","1601:229:487:2",0,1.34552122751872,1.33627182245255,1.11308875481288,1.44603426456451
"233","1601:229:488:1",0,1.34552122751872,1.33627182245255,1.11308875481288,1.44603426456451
"234","1601:229:488:2",0,2.1127987464269,2.17990058263143,1.69689687093099,2.88046774069468
"235","1601:229:489:1",0,2.1127987464269,2.17990058263143,1.69689687093099,2.88046774069468
"236","1601:228:372:4",0,2.95204091866811,3.43400427500407,2.43984500567118,4.42566103935242
"237","1601:228:373:3",0,2.95204091866811,3.43400427500407,2.43984500567118,4.42566103935242
"238","1601:228:373:4",0,2.35974876880646,2.00713739395142,1.53440466721853,3.35544829368591
"239","1601:228:374:3",0,2.35974876880646,2.00713739395142,1.53440466721853,3.35544829368591
"240","1601:228:374:4",0,3.13377766609192,3.18070942560832,2.58285122712453,3.93465124766032
"241","1601:228:475:3",0,3.13377766609192,3.18070942560832,2.58285122712453,3.93465124766032
"242","1601:228:475:4",0,2.2881250222524,1.98904196421305,1.6754324555397,2.66930770079295
"243","1601:228:476:3",0,2.2881250222524,1.98904196421305,1.6754324555397,2.66930770079295
"244","1601:228:476:4",0,0.256411725779374,0.105327126632134,0.054958226531744,0.447549670934677
"245","1601:228:477:3",0,0.256411725779374,0.105327126632134,0.054958226531744,0.447549670934677
"246","1601:229:374:4",0,0.0666989825665951,0.145344048241774,0.0778216147174438,0.12167746052146
"247","1601:229:475:3",0,0.0666989825665951,0.145344048241774,0.0778216147174438,0.12167746052146
"248","1601:229:475:4",0,0.172871074577173,0.293320833643277,0.179879353443782,0.254287918408712
"249","1601:229:476:3",0,0.172871074577173,0.293320833643277,0.179879353443782,0.254287918408712
"250","1601:229:476:4",0,0.187450513740381,0.20023471613725,0.127678510546684,0.243195100128651
"251","1601:229:477:3",0,0.187450513740381,0.20023471613725,0.127678510546684,0.243195100128651
"252","1601:229:477:4",0,0.903567186991374,0.770047108332316,0.621223316589991,0.9067886531353
"253","1601:229:478:3",0,0.903567186991374,0.770047108332316,0.621223316589991,0.9067886531353
"254","1601:229:478:4",0,1.83030707836151,1.83071474234263,1.45767218669256,2.43059407075246
"255","1601:229:479:3",0,1.83030707836151,1.83071474234263,1.45767218669256,2.43059407075246
"256","1601:229:479:4",0,1.79281339645386,1.57344711621602,1.16468937397003,3.06598394711812
"257","1602:120:370:3",0,1.79281339645386,1.57344711621602,1.16468937397003,3.06598394711812
"258","1601:228:373:2",0,2.43088924884796,2.31861069997152,1.65533005396525,3.31163242657979
"259","1601:228:374:1",0,2.43088924884796,2.31861069997152,1.65533005396525,3.31163242657979
"260","1601:228:374:2",0,2.3875878572464,2.01642359892527,1.53789726495743,3.07538480758667
"261","1601:228:475:1",0,2.3875878572464,2.01642359892527,1.53789726495743,3.07538480758667
"262","1601:228:475:2",0,2.08395880063375,1.774205493927,1.47330007553101,2.52512054443359
"263","1601:228:476:1",0,2.08395880063375,1.774205493927,1.47330007553101,2.52512054443359
"264","1601:229:475:2",0,0.170370954771837,0.297668319940567,0.174653258919716,0.231462793052196
"265","1601:229:476:1",0,0.170370954771837,0.297668319940567,0.174653258919716,0.231462793052196
"266","1601:229:476:2",0,0.272988154490789,0.351587507128716,0.239780389269193,0.328426572183768
"267","1601:229:477:1",0,0.272988154490789,0.351587507128716,0.239780389269193,0.328426572183768
"268","1601:229:477:2",0,0.612213681141535,0.507206771771113,0.379010239243507,0.657747906446457
"269","1601:229:478:1",0,0.612213681141535,0.507206771771113,0.379010239243507,0.657747906446457
"270","1601:229:478:2",0,0.638549981514613,0.299078840514024,0.20684592872858,0.849450266361237
"271","1601:229:479:1",0,0.638549981514613,0.299078840514024,0.20684592872858,0.849450266361237
"272","1601:229:479:2",0,1.68603992462158,1.25586853027344,1.05696978569031,2.35545132954915
"273","1602:120:370:1",0,1.68603992462158,1.25586853027344,1.05696978569031,2.35545132954915
"274","1602:120:370:2",0,1.98943065802256,1.56249309380849,1.18294260104497,3.32620997428894
"275","1602:120:371:1",0,1.98943065802256,1.56249309380849,1.18294260104497,3.32620997428894
"276","1601:228:363:4",0,2.5554350455602,2.56837615172068,1.93766617774963,3.45155329704285
"277","1601:228:364:3",0,2.5554350455602,2.56837615172068,1.93766617774963,3.45155329704285
"278","1601:228:364:4",0,2.14314250946045,1.89456622600555,1.39498152732849,2.8348758538564
"279","1601:228:465:3",0,2.14314250946045,1.89456622600555,1.39498152732849,2.8348758538564
"280","1601:228:465:4",0,1.30153081814448,0.681863347689311,0.526307773590088,1.69376804431279
"281","1601:228:466:3",0,1.30153081814448,0.681863347689311,0.526307773590088,1.69376804431279
"282","1601:228:466:4",0,0.67564014395078,0.633732809623082,0.419677579402924,0.942213265101115
"283","1601:228:467:3",0,0.67564014395078,0.633732809623082,0.419677579402924,0.942213265101115
"284","1601:229:364:4",0,0.0953432619571686,0.161235579351584,0.0840575014551481,0.135496896753709
"285","1601:229:465:3",0,0.0953432619571686,0.161235579351584,0.0840575014551481,0.135496896753709
"286","1601:229:465:4",0,0.113974251349767,0.15922110080719,0.0899781490365664,0.164065335442623
"287","1601:229:466:3",0,0.113974251349767,0.15922110080719,0.0899781490365664,0.164065335442623
"288","1601:229:466:4",0,0.110410185158253,0.104611174762249,0.0597611334174871,0.163813896353046
"289","1601:229:467:3",0,0.110410185158253,0.104611174762249,0.0597611334174871,0.163813896353046
"290","1601:229:467:4",0,0.322391801079114,0.174777361253897,0.108382869760195,0.362947076062361
"291","1601:229:468:3",0,0.322391801079114,0.174777361253897,0.108382869760195,0.362947076062361
"292","1601:229:468:4",0,0.997440830866496,0.702279355128606,0.585873528321584,0.967011340459188
"293","1601:229:469:3",0,0.997440830866496,0.702279355128606,0.585873528321584,0.967011340459188
"294","1601:229:469:4",0,1.16468453407288,0.722134741147359,0.637724528710047,1.19655865033468
"295","1602:120:360:3",0,1.16468453407288,0.722134741147359,0.637724528710047,1.19655865033468
"296","1602:120:360:4",0,2.18413137594859,1.48528922398885,1.45099538167318,2.77001644770304
"297","1602:120:361:3",0,2.18413137594859,1.48528922398885,1.45099538167318,2.77001644770304
"298","1602:120:361:4",0,3.08216911951701,3.5396422068278,2.79201695124308,4.60920518239339
"299","1602:120:362:3",0,3.08216911951701,3.5396422068278,2.79201695124308,4.60920518239339
"300","1601:228:363:2",0,2.258345301946,2.30635251998901,1.75304173628489,3.20584367911021
"301","1601:228:364:1",0,2.258345301946,2.30635251998901,1.75304173628489,3.20584367911021
"302","1601:228:364:2",0,1.51708695888519,1.03983510335286,0.689108214775721,2.12407693068186
